,node,target,weight
10216,Castel Bolognese,Castelli - Emilia-Romagna,0.06896551724137931
10217,Castel Bolognese,Spiagge - Toscana,0.20689655172413793
10218,Cervia,Castelli - Veneto,0.0072992700729927005
10219,Cervia,Terme - Toscana,0.0364963503649635
10220,Cervia,Parchi - Veneto,0.0072992700729927005
10221,Cervia,Terme - Veneto,0.021897810218978103
10222,Cervia,Centri Storici - Toscana,0.0072992700729927005
10223,Cervia,Divertimento - Veneto,0.0072992700729927005
10224,Cervia,Enoteche - Veneto,0.0072992700729927005
10225,Cervia,Enoteche - Emilia-Romagna,0.021897810218978103
10226,Cervia,Nulla - Emilia-Romagna,0.051094890510948905
10227,Cervia,Musei - Emilia-Romagna,0.029197080291970802
10228,Cervia,Musei - Toscana,0.0364963503649635
10229,Cervia,Sci e Trekking - Emilia-Romagna,0.06569343065693431
10230,Cervia,Sci e Trekking - Veneto,0.0072992700729927005
10231,Cervia,Centri Storici - Veneto,0.029197080291970802
10232,Cervia,Chiese - Veneto,0.0072992700729927005
10233,Cervia,Spiagge - Toscana,0.014598540145985401
10234,Cervia,Terme - Emilia-Romagna,0.029197080291970802
10235,Cervia,Centri Storici - Emilia-Romagna,0.15328467153284672
10236,Cervia,Parchi - Emilia-Romagna,0.058394160583941604
10237,Cervia,Nulla - Veneto,0.0072992700729927005
10238,Cervia,Negozi - Emilia-Romagna,0.058394160583941604
10239,Cervia,Enoteche - Toscana,0.029197080291970802
10240,Cervia,Spiagge - Emilia-Romagna,0.22627737226277372
10241,Cervia,Spiagge - Veneto,0.029197080291970802
10242,Cervia,Nulla - Toscana,0.0072992700729927005
10243,Cervia,Castelli - Emilia-Romagna,0.043795620437956206
10244,Conselice,Sci e Trekking - Veneto,0.03333333333333333
10245,Conselice,Nulla - Emilia-Romagna,0.06666666666666667
10246,Conselice,Divertimento - Emilia-Romagna,0.23333333333333334
10247,Conselice,Musei - Emilia-Romagna,0.26666666666666666
10248,Conselice,Centri Storici - Veneto,0.06666666666666667
10249,Conselice,Sci e Trekking - Emilia-Romagna,0.06666666666666667
10250,Conselice,Spiagge - Toscana,0.03333333333333333
10251,Conselice,Centri Storici - Emilia-Romagna,0.2
10252,Conselice,Terme - Toscana,0.03333333333333333
10253,Cotignola,Musei - Emilia-Romagna,0.08333333333333333
10254,Cotignola,Centri Storici - Emilia-Romagna,0.5
10255,Cotignola,Spiagge - Veneto,0.16666666666666666
10256,Cotignola,Spiagge - Emilia-Romagna,0.25
10257,Faenza,Divertimento - Veneto,0.01384083044982699
10258,Faenza,Musei - Toscana,0.0034602076124567475
10259,Faenza,Nulla - Veneto,0.006920415224913495
10260,Faenza,Musei - Emilia-Romagna,0.010380622837370242
10261,Faenza,Centri Storici - Emilia-Romagna,0.5536332179930796
10262,Faenza,Sci e Trekking - Veneto,0.006920415224913495
10263,Faenza,Spiagge - Emilia-Romagna,0.09688581314878893
10264,Faenza,Nulla - Emilia-Romagna,0.01730103806228374
10265,Faenza,Enoteche - Emilia-Romagna,0.01384083044982699
10266,Faenza,Castelli - Emilia-Romagna,0.02422145328719723
10267,Faenza,Nulla - Toscana,0.02422145328719723
10268,Faenza,Enoteche - Veneto,0.0034602076124567475
10269,Faenza,Centri Storici - Toscana,0.04498269896193772
10270,Faenza,Centri Storici - Veneto,0.04152249134948097
10271,Faenza,Castelli - Toscana,0.0034602076124567475
10272,Faenza,Spiagge - Toscana,0.031141868512110725
10273,Faenza,Spiagge - Veneto,0.006920415224913495
10274,Faenza,Divertimento - Emilia-Romagna,0.01384083044982699
10275,Faenza,Parchi - Emilia-Romagna,0.010380622837370242
10276,Faenza,Sci e Trekking - Emilia-Romagna,0.01384083044982699
10277,Faenza,Terme - Toscana,0.006920415224913495
10278,Faenza,Parchi - Veneto,0.010380622837370242
10279,Faenza,Sci e Trekking - Toscana,0.0034602076124567475
10280,Faenza,Terme - Emilia-Romagna,0.02768166089965398
10281,Faenza,Enoteche - Toscana,0.010380622837370242
10282,Fusignano,Centri Storici - Emilia-Romagna,0.16666666666666666
10283,Fusignano,Bar - Emilia-Romagna,0.16666666666666666
10284,Fusignano,Centri Storici - Toscana,0.16666666666666666
10285,Fusignano,Divertimento - Emilia-Romagna,0.5
10286,Lugo,Terme - Toscana,0.021739130434782608
10287,Lugo,Bar - Emilia-Romagna,0.02608695652173913
10288,Lugo,Parchi - Veneto,0.013043478260869565
10289,Lugo,Nulla - Emilia-Romagna,0.0391304347826087
10290,Lugo,Chiese - Toscana,0.004347826086956522
10291,Lugo,Centri Storici - Veneto,0.030434782608695653
10292,Lugo,Sci e Trekking - Emilia-Romagna,0.017391304347826087
10293,Lugo,Divertimento - Emilia-Romagna,0.034782608695652174
10294,Lugo,Spiagge - Toscana,0.08260869565217391
10295,Lugo,Bar - Veneto,0.004347826086956522
10296,Lugo,Chiese - Veneto,0.004347826086956522
10297,Lugo,Terme - Emilia-Romagna,0.013043478260869565
10298,Lugo,Centri Storici - Emilia-Romagna,0.41739130434782606
10299,Lugo,Spiagge - Veneto,0.013043478260869565
10300,Lugo,Enoteche - Toscana,0.008695652173913044
10301,Lugo,Musei - Toscana,0.004347826086956522
10302,Lugo,Negozi - Emilia-Romagna,0.004347826086956522
10303,Lugo,Castelli - Emilia-Romagna,0.034782608695652174
10304,Lugo,Nulla - Toscana,0.034782608695652174
10305,Lugo,Sci e Trekking - Veneto,0.013043478260869565
10306,Lugo,Divertimento - Veneto,0.008695652173913044
10307,Lugo,Musei - Emilia-Romagna,0.02608695652173913
10308,Lugo,Centri Storici - Toscana,0.05652173913043478
10309,Lugo,Spiagge - Emilia-Romagna,0.08695652173913043
10310,Massa Lombarda,Negozi - Emilia-Romagna,0.058823529411764705
10311,Massa Lombarda,Divertimento - Veneto,0.058823529411764705
10312,Massa Lombarda,Sci e Trekking - Emilia-Romagna,0.058823529411764705
10313,Massa Lombarda,Spiagge - Emilia-Romagna,0.058823529411764705
10314,Massa Lombarda,Centri Storici - Veneto,0.058823529411764705
10315,Massa Lombarda,Castelli - Emilia-Romagna,0.23529411764705882
10316,Massa Lombarda,Centri Storici - Emilia-Romagna,0.11764705882352941
10317,Massa Lombarda,Centri Storici - Toscana,0.058823529411764705
10318,Massa Lombarda,Spiagge - Veneto,0.058823529411764705
10319,Massa Lombarda,Spiagge - Toscana,0.058823529411764705
10320,Massa Lombarda,Terme - Toscana,0.058823529411764705
10321,Massa Lombarda,Parchi - Emilia-Romagna,0.058823529411764705
10322,Massa Lombarda,Nulla - Emilia-Romagna,0.058823529411764705
10323,Ravenna,Terme - Toscana,0.024390243902439025
10324,Ravenna,Negozi - Emilia-Romagna,0.010670731707317074
10325,Ravenna,Terme - Emilia-Romagna,0.03048780487804878
10326,Ravenna,Spiagge - Veneto,0.01676829268292683
10327,Ravenna,Musei - Toscana,0.013719512195121951
10328,Ravenna,Nulla - Emilia-Romagna,0.036585365853658534
10329,Ravenna,Musei - Emilia-Romagna,0.038109756097560975
10330,Ravenna,Bar - Emilia-Romagna,0.004573170731707317
10331,Ravenna,Centri Storici - Emilia-Romagna,0.2423780487804878
10332,Ravenna,Sci e Trekking - Veneto,0.019817073170731708
10333,Ravenna,Parchi - Toscana,0.001524390243902439
10334,Ravenna,Castelli - Emilia-Romagna,0.0350609756097561
10335,Ravenna,Enoteche - Emilia-Romagna,0.009146341463414634
10336,Ravenna,Spiagge - Emilia-Romagna,0.10670731707317073
10337,Ravenna,Centri Storici - Toscana,0.06097560975609756
10338,Ravenna,Spiagge - Toscana,0.06554878048780488
10339,Ravenna,Sci e Trekking - Emilia-Romagna,0.05945121951219512
10340,Ravenna,Centri Storici - Veneto,0.054878048780487805
10341,Ravenna,Chiese - Toscana,0.01524390243902439
10342,Ravenna,Divertimento - Veneto,0.013719512195121951
10343,Ravenna,Chiese - Emilia-Romagna,0.001524390243902439
10344,Ravenna,Musei - Veneto,0.003048780487804878
10345,Ravenna,Divertimento - Emilia-Romagna,0.03201219512195122
10346,Ravenna,Nulla - Toscana,0.01524390243902439
10347,Ravenna,Terme - Veneto,0.004573170731707317
10348,Ravenna,Parchi - Emilia-Romagna,0.036585365853658534
10349,Ravenna,Parchi - Veneto,0.018292682926829267
10350,Ravenna,nan - Emilia-Romagna,0.001524390243902439
10351,Ravenna,Enoteche - Veneto,0.003048780487804878
10352,Ravenna,Chiese - Veneto,0.001524390243902439
10353,Ravenna,Nulla - Veneto,0.001524390243902439
10354,Ravenna,Enoteche - Toscana,0.021341463414634148
10355,Riolo Terme,Centri Storici - Veneto,0.14285714285714285
10356,Riolo Terme,Spiagge - Toscana,0.21428571428571427
10357,Riolo Terme,Terme - Emilia-Romagna,0.2857142857142857
10358,Riolo Terme,Sci e Trekking - Emilia-Romagna,0.07142857142857142
10359,Riolo Terme,Spiagge - Emilia-Romagna,0.07142857142857142
10360,Riolo Terme,Centri Storici - Emilia-Romagna,0.21428571428571427
10361,Russi,Terme - Emilia-Romagna,0.02197802197802198
10362,Russi,Enoteche - Toscana,0.03296703296703297
10363,Russi,Enoteche - Veneto,0.01098901098901099
10364,Russi,Musei - Emilia-Romagna,0.04395604395604396
10365,Russi,Terme - Veneto,0.02197802197802198
10366,Russi,Nulla - Emilia-Romagna,0.0989010989010989
10367,Russi,Centri Storici - Veneto,0.054945054945054944
10368,Russi,Castelli - Emilia-Romagna,0.06593406593406594
10369,Russi,Divertimento - Emilia-Romagna,0.02197802197802198
10370,Russi,Musei - Veneto,0.03296703296703297
10371,Russi,Nulla - Toscana,0.03296703296703297
10372,Russi,Parchi - Emilia-Romagna,0.02197802197802198
10373,Russi,Spiagge - Veneto,0.01098901098901099
10374,Russi,Centri Storici - Emilia-Romagna,0.3626373626373626
10375,Russi,Spiagge - Toscana,0.04395604395604396
10376,Russi,Centri Storici - Toscana,0.03296703296703297
10377,Russi,Enoteche - Emilia-Romagna,0.03296703296703297
10378,Russi,Sci e Trekking - Emilia-Romagna,0.054945054945054944
10379,Sant'Agata sul Santerno,Nulla - Toscana,0.14285714285714285
10380,Sant'Agata sul Santerno,Divertimento - Veneto,0.2857142857142857
10381,Sant'Agata sul Santerno,Centri Storici - Emilia-Romagna,0.42857142857142855
10382,Sant'Agata sul Santerno,Divertimento - Emilia-Romagna,0.14285714285714285
10383,Solarolo,Terme - Toscana,0.5
10384,Solarolo,Terme - Emilia-Romagna,0.5
10385,Bagno di Romagna,Centri Storici - Toscana,0.125
10386,Bagno di Romagna,Parchi - Veneto,0.125
10387,Bagno di Romagna,Centri Storici - Emilia-Romagna,0.125
10388,Bagno di Romagna,Parchi - Emilia-Romagna,0.25
10389,Bagno di Romagna,Sci e Trekking - Emilia-Romagna,0.375
10390,Bertinoro,Centri Storici - Toscana,0.02702702702702703
10391,Bertinoro,Enoteche - Emilia-Romagna,0.02702702702702703
10392,Bertinoro,Castelli - Emilia-Romagna,0.02702702702702703
10393,Bertinoro,Spiagge - Veneto,0.02702702702702703
10394,Bertinoro,Spiagge - Emilia-Romagna,0.08108108108108109
10395,Bertinoro,Terme - Toscana,0.05405405405405406
10396,Bertinoro,Parchi - Emilia-Romagna,0.02702702702702703
10397,Bertinoro,Centri Storici - Emilia-Romagna,0.1891891891891892
10398,Bertinoro,Negozi - Emilia-Romagna,0.13513513513513514
10399,Bertinoro,Terme - Emilia-Romagna,0.2702702702702703
10400,Bertinoro,Divertimento - Veneto,0.05405405405405406
10401,Bertinoro,Sci e Trekking - Emilia-Romagna,0.02702702702702703
10402,Bertinoro,Enoteche - Toscana,0.05405405405405406
10403,Castrocaro Terme e Terra del Sole,Spiagge - Toscana,0.3157894736842105
10404,Castrocaro Terme e Terra del Sole,Centri Storici - Emilia-Romagna,0.3157894736842105
10405,Castrocaro Terme e Terra del Sole,Parchi - Emilia-Romagna,0.05263157894736842
10406,Castrocaro Terme e Terra del Sole,Castelli - Emilia-Romagna,0.2631578947368421
10407,Castrocaro Terme e Terra del Sole,Centri Storici - Veneto,0.05263157894736842
10408,Cesena,Sci e Trekking - Veneto,0.043478260869565216
10409,Cesena,Musei - Emilia-Romagna,0.043478260869565216
10410,Cesena,Negozi - Emilia-Romagna,0.031055900621118012
10411,Cesena,Nulla - Emilia-Romagna,0.034161490683229816
10412,Cesena,Enoteche - Toscana,0.006211180124223602
10413,Cesena,Musei - Toscana,0.009316770186335404
10414,Cesena,Nulla - Toscana,0.024844720496894408
10415,Cesena,Parchi - Veneto,0.009316770186335404
10416,Cesena,Chiese - Toscana,0.018633540372670808
10417,Cesena,Centri Storici - Veneto,0.06832298136645963
10418,Cesena,Spiagge - Veneto,0.003105590062111801
10419,Cesena,Enoteche - Emilia-Romagna,0.006211180124223602
10420,Cesena,Terme - Emilia-Romagna,0.055900621118012424
10421,Cesena,Spiagge - Toscana,0.034161490683229816
10422,Cesena,Sci e Trekking - Emilia-Romagna,0.06832298136645963
10423,Cesena,Spiagge - Emilia-Romagna,0.12732919254658384
10424,Cesena,Musei - Veneto,0.006211180124223602
10425,Cesena,Sci e Trekking - Toscana,0.003105590062111801
10426,Cesena,Nulla - Veneto,0.003105590062111801
10427,Cesena,Castelli - Emilia-Romagna,0.062111801242236024
10428,Cesena,Terme - Toscana,0.024844720496894408
10429,Cesena,Centri Storici - Emilia-Romagna,0.15217391304347827
10430,Cesena,Divertimento - Veneto,0.015527950310559006
10431,Cesena,Parchi - Emilia-Romagna,0.037267080745341616
10432,Cesena,Divertimento - Emilia-Romagna,0.006211180124223602
10433,Cesena,Centri Storici - Toscana,0.10559006211180125
10434,Cesenatico,Negozi - Veneto,0.018518518518518517
10435,Cesenatico,Nulla - Toscana,0.037037037037037035
10436,Cesenatico,Nulla - Veneto,0.018518518518518517
10437,Cesenatico,Parchi - Emilia-Romagna,0.14814814814814814
10438,Cesenatico,Parchi - Veneto,0.037037037037037035
10439,Cesenatico,Musei - Toscana,0.037037037037037035
10440,Cesenatico,Enoteche - Toscana,0.018518518518518517
10441,Cesenatico,Spiagge - Toscana,0.018518518518518517
10442,Cesenatico,Terme - Toscana,0.018518518518518517
10443,Cesenatico,Spiagge - Emilia-Romagna,0.037037037037037035
10444,Cesenatico,Centri Storici - Toscana,0.037037037037037035
10445,Cesenatico,Enoteche - Emilia-Romagna,0.018518518518518517
10446,Cesenatico,Centri Storici - Veneto,0.037037037037037035
10447,Cesenatico,Centri Storici - Emilia-Romagna,0.14814814814814814
10448,Cesenatico,Musei - Emilia-Romagna,0.07407407407407407
10449,Cesenatico,Divertimento - Veneto,0.037037037037037035
10450,Cesenatico,Spiagge - Veneto,0.018518518518518517
10451,Cesenatico,Terme - Emilia-Romagna,0.037037037037037035
10452,Cesenatico,Negozi - Emilia-Romagna,0.09259259259259259
10453,Cesenatico,Sci e Trekking - Emilia-Romagna,0.1111111111111111
10454,Civitella di Romagna,Spiagge - Emilia-Romagna,0.5
10455,Civitella di Romagna,Musei - Emilia-Romagna,0.5
10456,Dovadola,Terme - Emilia-Romagna,0.5
10457,Dovadola,Spiagge - Veneto,0.5
10458,Forlì,Spiagge - Toscana,0.05871725383920506
10459,Forlì,Negozi - Emilia-Romagna,0.024390243902439025
10460,Forlì,Sci e Trekking - Veneto,0.006323396567299007
10461,Forlì,Centri Storici - Emilia-Romagna,0.2962962962962963
10462,Forlì,Nulla - Emilia-Romagna,0.04787714543812105
10463,Forlì,Parchi - Veneto,0.007226738934056007
10464,Forlì,Castelli - Veneto,0.014453477868112014
10465,Forlì,Divertimento - Veneto,0.004516711833785004
10466,Forlì,Bar - Emilia-Romagna,0.004516711833785004
10467,Forlì,Divertimento - Emilia-Romagna,0.005420054200542005
10468,Forlì,Sci e Trekking - Emilia-Romagna,0.025293586269196026
10469,Forlì,Musei - Emilia-Romagna,0.03432700993676603
10470,Forlì,Nulla - Veneto,0.0009033423667570009
10471,Forlì,Centri Storici - Veneto,0.14905149051490515
10472,Forlì,Spiagge - Emilia-Romagna,0.04968383017163505
10473,Forlì,Musei - Toscana,0.028906955736224028
10474,Forlì,Sci e Trekking - Toscana,0.0009033423667570009
10475,Forlì,Enoteche - Toscana,0.015356820234869015
10476,Forlì,Chiese - Toscana,0.009033423667570008
10477,Forlì,Terme - Toscana,0.017163504968383016
10478,Forlì,Musei - Veneto,0.007226738934056007
10479,Forlì,Castelli - Emilia-Romagna,0.037940379403794036
10480,Forlì,Parchi - Emilia-Romagna,0.02077687443541102
10481,Forlì,Enoteche - Veneto,0.0036133694670280035
10482,Forlì,Centri Storici - Toscana,0.05962059620596206
10483,Forlì,Parchi - Toscana,0.0018066847335140017
10484,Forlì,Enoteche - Emilia-Romagna,0.011743450767841012
10485,Forlì,Nulla - Toscana,0.007226738934056007
10486,Forlì,Chiese - Veneto,0.0009033423667570009
10487,Forlì,Terme - Emilia-Romagna,0.037037037037037035
10488,Forlì,Terme - Veneto,0.004516711833785004
10489,Forlì,Spiagge - Veneto,0.007226738934056007
10490,Forlimpopoli,Parchi - Emilia-Romagna,0.027777777777777776
10491,Forlimpopoli,Centri Storici - Toscana,0.027777777777777776
10492,Forlimpopoli,Enoteche - Toscana,0.027777777777777776
10493,Forlimpopoli,Chiese - Toscana,0.027777777777777776
10494,Forlimpopoli,Sci e Trekking - Emilia-Romagna,0.05555555555555555
10495,Forlimpopoli,Negozi - Emilia-Romagna,0.4166666666666667
10496,Forlimpopoli,Spiagge - Emilia-Romagna,0.08333333333333333
10497,Forlimpopoli,Terme - Veneto,0.027777777777777776
10498,Forlimpopoli,Castelli - Emilia-Romagna,0.05555555555555555
10499,Forlimpopoli,Nulla - Emilia-Romagna,0.027777777777777776
10500,Forlimpopoli,Centri Storici - Emilia-Romagna,0.08333333333333333
10501,Forlimpopoli,Terme - Emilia-Romagna,0.1111111111111111
10502,Forlimpopoli,Sci e Trekking - Veneto,0.027777777777777776
10503,Galeata,Musei - Emilia-Romagna,1.0
10504,Gambettola,Castelli - Emilia-Romagna,0.027777777777777776
10505,Gambettola,Sci e Trekking - Emilia-Romagna,0.1111111111111111
10506,Gambettola,Nulla - Toscana,0.027777777777777776
10507,Gambettola,Divertimento - Veneto,0.027777777777777776
10508,Gambettola,Centri Storici - Emilia-Romagna,0.3055555555555556
10509,Gambettola,Musei - Emilia-Romagna,0.05555555555555555
10510,Gambettola,Negozi - Emilia-Romagna,0.1111111111111111
10511,Gambettola,Centri Storici - Veneto,0.05555555555555555
10512,Gambettola,Enoteche - Emilia-Romagna,0.05555555555555555
10513,Gambettola,Spiagge - Emilia-Romagna,0.05555555555555555
10514,Gambettola,Parchi - Emilia-Romagna,0.027777777777777776
10515,Gambettola,Enoteche - Toscana,0.05555555555555555
10516,Gambettola,Nulla - Emilia-Romagna,0.027777777777777776
10517,Gambettola,Spiagge - Toscana,0.05555555555555555
10518,Gatteo,Terme - Emilia-Romagna,0.0196078431372549
10519,Gatteo,Terme - Toscana,0.0392156862745098
10520,Gatteo,Spiagge - Emilia-Romagna,0.11764705882352941
10521,Gatteo,Castelli - Emilia-Romagna,0.0196078431372549
10522,Gatteo,Negozi - Emilia-Romagna,0.21568627450980393
10523,Gatteo,Parchi - Veneto,0.0196078431372549
10524,Gatteo,Centri Storici - Emilia-Romagna,0.0784313725490196
10525,Gatteo,Terme - Veneto,0.0392156862745098
10526,Gatteo,Centri Storici - Veneto,0.058823529411764705
10527,Gatteo,Musei - Emilia-Romagna,0.058823529411764705
10528,Gatteo,Centri Storici - Toscana,0.058823529411764705
10529,Gatteo,Sci e Trekking - Emilia-Romagna,0.11764705882352941
10530,Gatteo,Enoteche - Emilia-Romagna,0.09803921568627451
10531,Gatteo,Nulla - Toscana,0.0196078431372549
10532,Gatteo,Parchi - Emilia-Romagna,0.0196078431372549
10533,Gatteo,Enoteche - Toscana,0.0196078431372549
10534,Longiano,Spiagge - Toscana,0.16666666666666666
10535,Longiano,Musei - Emilia-Romagna,0.4166666666666667
10536,Longiano,Divertimento - Emilia-Romagna,0.08333333333333333
10537,Longiano,Nulla - Emilia-Romagna,0.125
10538,Longiano,Spiagge - Emilia-Romagna,0.041666666666666664
10539,Longiano,Centri Storici - Emilia-Romagna,0.041666666666666664
10540,Longiano,Sci e Trekking - Emilia-Romagna,0.041666666666666664
10541,Longiano,Castelli - Emilia-Romagna,0.041666666666666664
10542,Longiano,Centri Storici - Veneto,0.041666666666666664
10543,Meldola,Castelli - Emilia-Romagna,0.23529411764705882
10544,Meldola,Centri Storici - Toscana,0.17647058823529413
10545,Meldola,Chiese - Toscana,0.058823529411764705
10546,Meldola,Spiagge - Toscana,0.23529411764705882
10547,Meldola,Centri Storici - Emilia-Romagna,0.11764705882352941
10548,Meldola,Terme - Emilia-Romagna,0.11764705882352941
10549,Meldola,Divertimento - Veneto,0.058823529411764705
10550,Mercato Saraceno,Centri Storici - Toscana,0.42857142857142855
10551,Mercato Saraceno,Negozi - Emilia-Romagna,0.14285714285714285
10552,Mercato Saraceno,Spiagge - Toscana,0.14285714285714285
10553,Mercato Saraceno,Parchi - Emilia-Romagna,0.2857142857142857
10554,Modigliana,Centri Storici - Emilia-Romagna,0.2857142857142857
10555,Modigliana,Spiagge - Emilia-Romagna,0.14285714285714285
10556,Modigliana,Nulla - Emilia-Romagna,0.14285714285714285
10557,Modigliana,Parchi - Veneto,0.14285714285714285
10558,Modigliana,Centri Storici - Veneto,0.14285714285714285
10559,Modigliana,Castelli - Emilia-Romagna,0.14285714285714285
10560,Predappio,Terme - Toscana,0.2
10561,Predappio,Centri Storici - Emilia-Romagna,0.4
10562,Predappio,Nulla - Toscana,0.1
10563,Predappio,Castelli - Toscana,0.05
10564,Predappio,Nulla - Emilia-Romagna,0.05
10565,Predappio,Centri Storici - Toscana,0.1
10566,Predappio,Castelli - Emilia-Romagna,0.1
10567,Premilcuore,Nulla - Veneto,0.5
10568,Premilcuore,Parchi - Emilia-Romagna,0.5
10569,Roncofreddo,Negozi - Emilia-Romagna,0.2
10570,Roncofreddo,Nulla - Toscana,0.2
10571,Roncofreddo,Sci e Trekking - Emilia-Romagna,0.2
10572,Roncofreddo,Spiagge - Emilia-Romagna,0.2
10573,Roncofreddo,Musei - Emilia-Romagna,0.2
10574,San Mauro Pascoli,Centri Storici - Toscana,0.10638297872340426
10575,San Mauro Pascoli,Spiagge - Emilia-Romagna,0.23404255319148937
10576,San Mauro Pascoli,Divertimento - Emilia-Romagna,0.0425531914893617
10577,San Mauro Pascoli,Chiese - Toscana,0.0425531914893617
10578,San Mauro Pascoli,Castelli - Emilia-Romagna,0.02127659574468085
10579,San Mauro Pascoli,Nulla - Emilia-Romagna,0.02127659574468085
10580,San Mauro Pascoli,Enoteche - Toscana,0.02127659574468085
10581,San Mauro Pascoli,Centri Storici - Emilia-Romagna,0.0851063829787234
10582,San Mauro Pascoli,Negozi - Emilia-Romagna,0.06382978723404255
10583,San Mauro Pascoli,Terme - Toscana,0.06382978723404255
10584,San Mauro Pascoli,Spiagge - Toscana,0.2978723404255319
10585,Santa Sofia,Centri Storici - Toscana,0.16666666666666666
10586,Santa Sofia,Sci e Trekking - Emilia-Romagna,0.16666666666666666
10587,Santa Sofia,Divertimento - Veneto,0.3333333333333333
10588,Santa Sofia,Musei - Emilia-Romagna,0.3333333333333333
10589,Sarsina,Musei - Toscana,1.0
10590,Savignano sul Rubicone,Enoteche - Toscana,0.02564102564102564
10591,Savignano sul Rubicone,Castelli - Toscana,0.02564102564102564
10592,Savignano sul Rubicone,Sci e Trekking - Emilia-Romagna,0.1282051282051282
10593,Savignano sul Rubicone,Centri Storici - Veneto,0.02564102564102564
10594,Savignano sul Rubicone,Divertimento - Emilia-Romagna,0.02564102564102564
10595,Savignano sul Rubicone,Parchi - Emilia-Romagna,0.02564102564102564
10596,Savignano sul Rubicone,Castelli - Emilia-Romagna,0.05128205128205128
10597,Savignano sul Rubicone,Centri Storici - Emilia-Romagna,0.07692307692307693
10598,Savignano sul Rubicone,Negozi - Emilia-Romagna,0.48717948717948717
10599,Savignano sul Rubicone,Terme - Toscana,0.02564102564102564
10600,Savignano sul Rubicone,Centri Storici - Toscana,0.02564102564102564
10601,Savignano sul Rubicone,Spiagge - Emilia-Romagna,0.07692307692307693
10602,Sogliano al Rubicone,Spiagge - Toscana,0.3333333333333333
10603,Sogliano al Rubicone,Spiagge - Emilia-Romagna,0.6666666666666666
10604,Tredozio,Spiagge - Emilia-Romagna,1.0
10605,Verghereto,Musei - Toscana,0.25
10606,Verghereto,Terme - Toscana,0.25
10607,Verghereto,Spiagge - Toscana,0.25
10608,Verghereto,Sci e Trekking - Emilia-Romagna,0.25
10609,Acqualagna,Terme - Toscana,1.0
10610,Apecchio,Chiese - Toscana,0.5
10611,Apecchio,Centri Storici - Toscana,0.5
10612,Cagli,Divertimento - Veneto,1.0
10613,Cartoceto,Enoteche - Toscana,1.0
10614,Fano,Parchi - Veneto,0.04950495049504951
10615,Fano,Divertimento - Veneto,0.0297029702970297
10616,Fano,Terme - Toscana,0.0594059405940594
10617,Fano,Spiagge - Emilia-Romagna,0.09900990099009901
10618,Fano,Centri Storici - Veneto,0.0297029702970297
10619,Fano,Centri Storici - Toscana,0.12871287128712872
10620,Fano,Musei - Toscana,0.0594059405940594
10621,Fano,Terme - Emilia-Romagna,0.009900990099009901
10622,Fano,Nulla - Toscana,0.009900990099009901
10623,Fano,Terme - Veneto,0.009900990099009901
10624,Fano,Sci e Trekking - Emilia-Romagna,0.009900990099009901
10625,Fano,Bar - Emilia-Romagna,0.009900990099009901
10626,Fano,Castelli - Emilia-Romagna,0.039603960396039604
10627,Fano,Centri Storici - Emilia-Romagna,0.09900990099009901
10628,Fano,Enoteche - Toscana,0.039603960396039604
10629,Fano,Chiese - Toscana,0.009900990099009901
10630,Fano,Nulla - Emilia-Romagna,0.07920792079207921
10631,Fano,Parchi - Emilia-Romagna,0.039603960396039604
10632,Fano,Chiese - Emilia-Romagna,0.019801980198019802
10633,Fano,Sci e Trekking - Veneto,0.039603960396039604
10634,Fano,Enoteche - Emilia-Romagna,0.009900990099009901
10635,Fano,Spiagge - Toscana,0.09900990099009901
10636,Fano,Musei - Emilia-Romagna,0.019801980198019802
10637,Fermignano,Spiagge - Emilia-Romagna,0.25
10638,Fermignano,Terme - Toscana,0.25
10639,Fermignano,Parchi - Veneto,0.375
10640,Fermignano,Centri Storici - Emilia-Romagna,0.125
10641,Fossombrone,Sci e Trekking - Emilia-Romagna,0.16666666666666666
10642,Fossombrone,Spiagge - Emilia-Romagna,0.3333333333333333
10643,Fossombrone,Terme - Veneto,0.3333333333333333
10644,Fossombrone,Nulla - Toscana,0.16666666666666666
10645,Gabicce Mare,Terme - Toscana,0.5
10646,Gabicce Mare,Spiagge - Veneto,0.5
10647,Gradara,Spiagge - Emilia-Romagna,0.2
10648,Gradara,Centri Storici - Toscana,0.1
10649,Gradara,Centri Storici - Emilia-Romagna,0.4
10650,Gradara,Castelli - Emilia-Romagna,0.1
10651,Gradara,Musei - Toscana,0.1
10652,Gradara,Spiagge - Veneto,0.1
10653,Macerata Feltria,Spiagge - Toscana,1.0
10654,Mondolfo,Parchi - Toscana,0.5
10655,Mondolfo,Castelli - Toscana,0.5
10656,Montecalvo in Foglia,Terme - Toscana,0.5
10657,Montecalvo in Foglia,Centri Storici - Toscana,0.5
10658,Monte Grimano Terme,Spiagge - Emilia-Romagna,1.0
10659,Montelabbate,Terme - Toscana,1.0
10660,Pergola,Centri Storici - Toscana,1.0
10661,Pesaro,Enoteche - Toscana,0.0423728813559322
10662,Pesaro,Castelli - Emilia-Romagna,0.025423728813559324
10663,Pesaro,Spiagge - Emilia-Romagna,0.1694915254237288
10664,Pesaro,Spiagge - Veneto,0.01694915254237288
10665,Pesaro,Parchi - Toscana,0.00847457627118644
10666,Pesaro,Terme - Toscana,0.05084745762711865
10667,Pesaro,Sci e Trekking - Veneto,0.025423728813559324
