,node,target,weight
493,Vercelli,Nulla - Toscana,0.013422818791946308
494,Vercelli,Parchi - Emilia-Romagna,0.013422818791946308
495,Vercelli,Sci e Trekking - Toscana,0.006711409395973154
496,Vercelli,Divertimento - Veneto,0.053691275167785234
497,Vercelli,Centri Storici - Veneto,0.06040268456375839
498,Vercelli,Centri Storici - Emilia-Romagna,0.1476510067114094
499,Vercelli,Parchi - Veneto,0.026845637583892617
500,Vercelli,Castelli - Emilia-Romagna,0.006711409395973154
501,Vercelli,Enoteche - Emilia-Romagna,0.026845637583892617
502,Vercelli,Nulla - Emilia-Romagna,0.020134228187919462
503,Vercelli,Spiagge - Toscana,0.16778523489932887
504,Agrate Conturbia,Sci e Trekking - Veneto,1.0
505,Ameno,Castelli - Emilia-Romagna,1.0
506,Arona,Divertimento - Veneto,0.025
507,Arona,Musei - Toscana,0.025
508,Arona,Terme - Veneto,0.05
509,Arona,Enoteche - Emilia-Romagna,0.05
510,Arona,Sci e Trekking - Emilia-Romagna,0.025
511,Arona,Enoteche - Toscana,0.025
512,Arona,Centri Storici - Toscana,0.05
513,Arona,Terme - Toscana,0.025
514,Arona,Spiagge - Veneto,0.075
515,Arona,Nulla - Emilia-Romagna,0.075
516,Arona,Castelli - Emilia-Romagna,0.1
517,Arona,Nulla - Toscana,0.025
518,Arona,Spiagge - Emilia-Romagna,0.075
519,Arona,Parchi - Veneto,0.025
520,Arona,Spiagge - Toscana,0.275
521,Arona,Centri Storici - Veneto,0.075
522,Bellinzago Novarese,Negozi - Emilia-Romagna,0.07142857142857142
523,Bellinzago Novarese,Terme - Toscana,0.14285714285714285
524,Bellinzago Novarese,Divertimento - Veneto,0.07142857142857142
525,Bellinzago Novarese,Spiagge - Toscana,0.21428571428571427
526,Bellinzago Novarese,Centri Storici - Emilia-Romagna,0.07142857142857142
527,Bellinzago Novarese,Spiagge - Emilia-Romagna,0.14285714285714285
528,Bellinzago Novarese,Parchi - Emilia-Romagna,0.14285714285714285
529,Bellinzago Novarese,Sci e Trekking - Toscana,0.07142857142857142
530,Bellinzago Novarese,Centri Storici - Veneto,0.07142857142857142
531,Boca,Spiagge - Emilia-Romagna,1.0
532,Bogogno,Spiagge - Veneto,1.0
533,Bolzano Novarese,Centri Storici - Emilia-Romagna,1.0
534,Borgomanero,Centri Storici - Toscana,0.3
535,Borgomanero,Castelli - Emilia-Romagna,0.03333333333333333
536,Borgomanero,Spiagge - Toscana,0.23333333333333334
537,Borgomanero,Parchi - Emilia-Romagna,0.03333333333333333
538,Borgomanero,Terme - Veneto,0.03333333333333333
539,Borgomanero,Enoteche - Toscana,0.06666666666666667
540,Borgomanero,Centri Storici - Veneto,0.06666666666666667
541,Borgomanero,Centri Storici - Emilia-Romagna,0.03333333333333333
542,Borgomanero,Spiagge - Emilia-Romagna,0.2
543,Borgo Ticino,Nulla - Veneto,0.2222222222222222
544,Borgo Ticino,Centri Storici - Veneto,0.3333333333333333
545,Borgo Ticino,Spiagge - Veneto,0.2222222222222222
546,Borgo Ticino,Spiagge - Emilia-Romagna,0.2222222222222222
547,Briga Novarese,Spiagge - Veneto,0.3333333333333333
548,Briga Novarese,Castelli - Emilia-Romagna,0.3333333333333333
549,Briga Novarese,Enoteche - Toscana,0.3333333333333333
550,Briona,Centri Storici - Emilia-Romagna,0.3333333333333333
551,Briona,Spiagge - Emilia-Romagna,0.3333333333333333
552,Briona,Bar - Emilia-Romagna,0.3333333333333333
553,Caltignaga,Spiagge - Toscana,1.0
554,Cameri,Sci e Trekking - Veneto,0.125
555,Cameri,Enoteche - Emilia-Romagna,0.125
556,Cameri,Centri Storici - Emilia-Romagna,0.0625
557,Cameri,Nulla - Toscana,0.0625
558,Cameri,Centri Storici - Toscana,0.1875
559,Cameri,Spiagge - Emilia-Romagna,0.125
560,Cameri,Spiagge - Toscana,0.25
561,Cameri,Castelli - Emilia-Romagna,0.0625
562,Carpignano Sesia,Spiagge - Toscana,1.0
563,Casaleggio Novara,Divertimento - Veneto,1.0
564,Castelletto sopra Ticino,Terme - Toscana,0.125
565,Castelletto sopra Ticino,Spiagge - Toscana,0.5
566,Castelletto sopra Ticino,Centri Storici - Veneto,0.125
567,Castelletto sopra Ticino,Nulla - Toscana,0.125
568,Castelletto sopra Ticino,Centri Storici - Toscana,0.125
569,Cavallirio,Centri Storici - Veneto,1.0
570,Cerano,Castelli - Emilia-Romagna,0.25
571,Cerano,Spiagge - Emilia-Romagna,0.25
572,Cerano,Enoteche - Toscana,0.25
573,Cerano,Centri Storici - Toscana,0.25
574,Colazza,Centri Storici - Toscana,1.0
575,Cressa,Divertimento - Veneto,0.3333333333333333
576,Cressa,Spiagge - Toscana,0.6666666666666666
577,Dormelletto,Spiagge - Emilia-Romagna,0.6
578,Dormelletto,Centri Storici - Emilia-Romagna,0.2
579,Dormelletto,Centri Storici - Toscana,0.2
580,Galliate,Enoteche - Toscana,0.07692307692307693
581,Galliate,Spiagge - Toscana,0.3076923076923077
582,Galliate,Musei - Emilia-Romagna,0.38461538461538464
583,Galliate,Terme - Toscana,0.07692307692307693
584,Galliate,Spiagge - Emilia-Romagna,0.07692307692307693
585,Galliate,Terme - Veneto,0.07692307692307693
586,Gargallo,Spiagge - Emilia-Romagna,1.0
587,Ghemme,Terme - Veneto,1.0
588,Grignasco,Nulla - Emilia-Romagna,0.1
589,Grignasco,Sci e Trekking - Emilia-Romagna,0.1
590,Grignasco,Centri Storici - Emilia-Romagna,0.2
591,Grignasco,Divertimento - Veneto,0.1
592,Grignasco,Terme - Toscana,0.1
593,Grignasco,Centri Storici - Toscana,0.1
594,Grignasco,Spiagge - Emilia-Romagna,0.3
595,Invorio,Nulla - Toscana,0.2857142857142857
596,Invorio,Centri Storici - Emilia-Romagna,0.14285714285714285
597,Invorio,Enoteche - Emilia-Romagna,0.14285714285714285
598,Invorio,Musei - Toscana,0.14285714285714285
599,Invorio,Parchi - Emilia-Romagna,0.14285714285714285
600,Invorio,Sci e Trekking - Toscana,0.14285714285714285
601,Lesa,Spiagge - Emilia-Romagna,0.25
602,Lesa,Castelli - Emilia-Romagna,0.5
603,Lesa,Centri Storici - Emilia-Romagna,0.25
604,Maggiora,Spiagge - Toscana,1.0
605,Meina,Enoteche - Emilia-Romagna,1.0
606,Mezzomerico,Spiagge - Toscana,0.8888888888888888
607,Mezzomerico,Castelli - Emilia-Romagna,0.1111111111111111
608,Momo,Spiagge - Emilia-Romagna,0.25
609,Momo,Centri Storici - Toscana,0.5
610,Momo,Castelli - Emilia-Romagna,0.25
611,Novara,Nulla - Toscana,0.024793388429752067
612,Novara,Castelli - Toscana,0.0027548209366391185
613,Novara,Spiagge - Emilia-Romagna,0.10743801652892562
614,Novara,Centri Storici - Emilia-Romagna,0.06887052341597796
615,Novara,Musei - Emilia-Romagna,0.011019283746556474
616,Novara,Parchi - Toscana,0.005509641873278237
617,Novara,Musei - Toscana,0.011019283746556474
618,Novara,Negozi - Emilia-Romagna,0.0027548209366391185
619,Novara,Centri Storici - Veneto,0.06060606060606061
620,Novara,Castelli - Emilia-Romagna,0.030303030303030304
621,Novara,Parchi - Emilia-Romagna,0.005509641873278237
622,Novara,Enoteche - Emilia-Romagna,0.027548209366391185
623,Novara,Terme - Toscana,0.01652892561983471
624,Novara,Enoteche - Toscana,0.06336088154269973
625,Novara,Sci e Trekking - Veneto,0.0027548209366391185
626,Novara,Spiagge - Veneto,0.06336088154269973
627,Novara,Divertimento - Toscana,0.0027548209366391185
628,Novara,Nulla - Emilia-Romagna,0.01652892561983471
629,Novara,Spiagge - Toscana,0.25068870523415976
630,Novara,Centri Storici - Toscana,0.1652892561983471
631,Novara,Terme - Emilia-Romagna,0.0027548209366391185
632,Novara,Musei - Veneto,0.005509641873278237
633,Novara,Parchi - Veneto,0.008264462809917356
634,Novara,Chiese - Toscana,0.013774104683195593
635,Novara,Divertimento - Veneto,0.030303030303030304
636,Oleggio,Centri Storici - Emilia-Romagna,0.1
637,Oleggio,Castelli - Emilia-Romagna,0.1
638,Oleggio,Terme - Toscana,0.2
639,Oleggio,Centri Storici - Toscana,0.1
640,Oleggio,Spiagge - Toscana,0.1
641,Oleggio,Enoteche - Toscana,0.1
642,Oleggio,Nulla - Toscana,0.1
643,Oleggio,Spiagge - Emilia-Romagna,0.2
644,Oleggio Castello,Spiagge - Toscana,0.2857142857142857
645,Oleggio Castello,Musei - Toscana,0.14285714285714285
646,Oleggio Castello,Spiagge - Emilia-Romagna,0.14285714285714285
647,Oleggio Castello,Nulla - Toscana,0.14285714285714285
648,Oleggio Castello,Terme - Toscana,0.2857142857142857
649,Orta San Giulio,Centri Storici - Veneto,1.0
650,Pella,Enoteche - Toscana,0.25
651,Pella,Centri Storici - Toscana,0.25
652,Pella,Spiagge - Toscana,0.5
653,Pettenasco,Enoteche - Toscana,0.5
654,Pettenasco,Divertimento - Veneto,0.5
655,Prato Sesia,Spiagge - Toscana,1.0
656,Romagnano Sesia,Centri Storici - Toscana,0.2
657,Romagnano Sesia,Centri Storici - Veneto,0.2
658,Romagnano Sesia,Centri Storici - Emilia-Romagna,0.2
659,Romagnano Sesia,Spiagge - Emilia-Romagna,0.4
660,Romentino,Centri Storici - Toscana,0.25
661,Romentino,Centri Storici - Veneto,0.5
662,Romentino,Divertimento - Veneto,0.25
663,San Maurizio d'Opaglio,Spiagge - Emilia-Romagna,0.5
664,San Maurizio d'Opaglio,Centri Storici - Toscana,0.5
665,San Pietro Mosezzo,Spiagge - Toscana,1.0
666,Sillavengo,Enoteche - Emilia-Romagna,1.0
667,Soriso,Centri Storici - Toscana,1.0
668,Sozzago,Spiagge - Toscana,1.0
669,Suno,Spiagge - Toscana,0.5
670,Suno,Spiagge - Emilia-Romagna,0.5
671,Trecate,Sci e Trekking - Veneto,0.11764705882352941
672,Trecate,Sci e Trekking - Emilia-Romagna,0.058823529411764705
673,Trecate,Spiagge - Emilia-Romagna,0.35294117647058826
674,Trecate,Bar - Emilia-Romagna,0.058823529411764705
675,Trecate,Terme - Veneto,0.058823529411764705
676,Trecate,Spiagge - Veneto,0.058823529411764705
677,Trecate,Spiagge - Toscana,0.17647058823529413
678,Trecate,Centri Storici - Veneto,0.11764705882352941
679,Varallo Pombia,Parchi - Veneto,0.25
680,Varallo Pombia,Centri Storici - Emilia-Romagna,0.5
681,Varallo Pombia,Centri Storici - Toscana,0.25
682,Alba,Centri Storici - Emilia-Romagna,0.12666666666666668
683,Alba,Centri Storici - Veneto,0.08
684,Alba,Spiagge - Toscana,0.13333333333333333
685,Alba,Negozi - Emilia-Romagna,0.02
686,Alba,Terme - Toscana,0.04666666666666667
687,Alba,Terme - Emilia-Romagna,0.02666666666666667
688,Alba,Chiese - Veneto,0.006666666666666667
689,Alba,Centri Storici - Toscana,0.13333333333333333
690,Alba,Chiese - Toscana,0.006666666666666667
691,Alba,Nulla - Toscana,0.05333333333333334
692,Alba,Castelli - Emilia-Romagna,0.05333333333333334
693,Alba,Parchi - Toscana,0.006666666666666667
694,Alba,Parchi - Veneto,0.006666666666666667
695,Alba,Spiagge - Emilia-Romagna,0.04
696,Alba,Musei - Toscana,0.006666666666666667
697,Alba,Divertimento - Veneto,0.02
698,Alba,Divertimento - Emilia-Romagna,0.013333333333333334
699,Alba,Musei - Veneto,0.006666666666666667
700,Alba,Enoteche - Toscana,0.08
701,Alba,Nulla - Veneto,0.006666666666666667
702,Alba,Bar - Toscana,0.006666666666666667
703,Alba,Spiagge - Veneto,0.02
704,Alba,Enoteche - Emilia-Romagna,0.006666666666666667
705,Alba,Sci e Trekking - Veneto,0.06
706,Alba,Nulla - Emilia-Romagna,0.02666666666666667
707,Alba,Enoteche - Veneto,0.006666666666666667
708,Bagnolo Piemonte,Spiagge - Toscana,0.6666666666666666
709,Bagnolo Piemonte,Spiagge - Emilia-Romagna,0.3333333333333333
710,Baldissero d'Alba,Centri Storici - Veneto,1.0
711,Barge,Terme - Toscana,0.5
712,Barge,Bar - Toscana,0.5
713,Barolo,Spiagge - Toscana,1.0
714,Beinette,Spiagge - Toscana,0.16666666666666666
715,Beinette,Enoteche - Toscana,0.16666666666666666
716,Beinette,Centri Storici - Veneto,0.5
717,Beinette,Castelli - Emilia-Romagna,0.16666666666666666
718,Bene Vagienna,Castelli - Emilia-Romagna,0.5
719,Bene Vagienna,Enoteche - Emilia-Romagna,0.25
720,Bene Vagienna,Musei - Emilia-Romagna,0.125
721,Bene Vagienna,Spiagge - Emilia-Romagna,0.125
722,Bernezzo,Spiagge - Toscana,1.0
723,Borgo San Dalmazzo,Spiagge - Toscana,0.6
724,Borgo San Dalmazzo,Spiagge - Veneto,0.4
725,Bossolasco,Sci e Trekking - Emilia-Romagna,1.0
726,Boves,Castelli - Emilia-Romagna,0.5
727,Boves,Terme - Toscana,0.25
728,Boves,Divertimento - Toscana,0.25
729,Bra,Musei - Veneto,0.05263157894736842
730,Bra,Divertimento - Veneto,0.05263157894736842
731,Bra,Terme - Toscana,0.05263157894736842
732,Bra,Centri Storici - Toscana,0.05263157894736842
733,Bra,Spiagge - Emilia-Romagna,0.15789473684210525
734,Bra,Spiagge - Toscana,0.3684210526315789
735,Bra,Divertimento - Emilia-Romagna,0.05263157894736842
736,Bra,Enoteche - Toscana,0.10526315789473684
737,Bra,Nulla - Toscana,0.05263157894736842
738,Bra,Spiagge - Veneto,0.05263157894736842
739,Busca,Nulla - Toscana,1.0
740,Caraglio,Enoteche - Toscana,0.3333333333333333
741,Caraglio,Centri Storici - Emilia-Romagna,0.6666666666666666
742,Caramagna Piemonte,Centri Storici - Toscana,1.0
743,Casalgrasso,Terme - Toscana,1.0
744,Castelletto Stura,Centri Storici - Veneto,1.0
745,Castiglione Falletto,Castelli - Emilia-Romagna,0.3333333333333333
746,Castiglione Falletto,Enoteche - Emilia-Romagna,0.6666666666666666
747,Cavallermaggiore,Spiagge - Toscana,1.0
748,Centallo,Nulla - Toscana,0.25
749,Centallo,Divertimento - Emilia-Romagna,0.25
750,Centallo,Centri Storici - Emilia-Romagna,0.25
751,Centallo,Spiagge - Veneto,0.25
752,Cervere,Centri Storici - Emilia-Romagna,0.5
753,Cervere,Castelli - Emilia-Romagna,0.25
754,Cervere,Spiagge - Veneto,0.25
755,Ceva,Spiagge - Toscana,0.4
756,Ceva,Centri Storici - Emilia-Romagna,0.2
757,Ceva,Castelli - Emilia-Romagna,0.4
758,Cherasco,Centri Storici - Veneto,0.5
759,Cherasco,Spiagge - Toscana,0.5
760,Cuneo,Centri Storici - Emilia-Romagna,0.09090909090909091
761,Cuneo,Chiese - Veneto,0.006060606060606061
762,Cuneo,Enoteche - Toscana,0.06060606060606061
763,Cuneo,Musei - Toscana,0.04242424242424243
764,Cuneo,Musei - Emilia-Romagna,0.006060606060606061
765,Cuneo,Spiagge - Emilia-Romagna,0.048484848484848485
766,Cuneo,Nulla - Toscana,0.05454545454545454
767,Cuneo,Enoteche - Emilia-Romagna,0.03636363636363636
768,Cuneo,Divertimento - Emilia-Romagna,0.006060606060606061
769,Cuneo,Nulla - Emilia-Romagna,0.006060606060606061
770,Cuneo,Spiagge - Toscana,0.23636363636363636
771,Cuneo,Chiese - Toscana,0.024242424242424242
772,Cuneo,Sci e Trekking - Veneto,0.012121212121212121
773,Cuneo,Parchi - Veneto,0.04242424242424243
774,Cuneo,Castelli - Emilia-Romagna,0.012121212121212121
775,Cuneo,Castelli - Veneto,0.006060606060606061
776,Cuneo,Spiagge - Veneto,0.012121212121212121
777,Cuneo,Centri Storici - Toscana,0.14545454545454545
778,Cuneo,Bar - Toscana,0.006060606060606061
779,Cuneo,Centri Storici - Veneto,0.10303030303030303
780,Cuneo,Divertimento - Veneto,0.030303030303030304
781,Cuneo,Terme - Toscana,0.012121212121212121
782,Diano d'Alba,Centri Storici - Veneto,0.6666666666666666
783,Diano d'Alba,Spiagge - Emilia-Romagna,0.3333333333333333
784,Dogliani,Divertimento - Veneto,0.5
785,Dogliani,Centri Storici - Veneto,0.5
786,Dronero,Spiagge - Emilia-Romagna,0.5
787,Dronero,Musei - Emilia-Romagna,0.5
788,Fossano,Enoteche - Toscana,0.125
789,Fossano,Divertimento - Veneto,0.03125
790,Fossano,Castelli - Toscana,0.0625
791,Fossano,Terme - Toscana,0.0625
792,Fossano,Castelli - Emilia-Romagna,0.0625
793,Fossano,Centri Storici - Emilia-Romagna,0.09375
794,Fossano,Nulla - Toscana,0.03125
795,Fossano,Spiagge - Veneto,0.09375
796,Fossano,Parchi - Toscana,0.03125
797,Fossano,Centri Storici - Toscana,0.21875
798,Fossano,Spiagge - Emilia-Romagna,0.03125
799,Fossano,Parchi - Veneto,0.03125
800,Fossano,Spiagge - Toscana,0.09375
801,Fossano,Musei - Emilia-Romagna,0.03125
802,Garessio,Terme - Toscana,0.2
803,Garessio,Spiagge - Toscana,0.8
804,Govone,Nulla - Toscana,1.0
805,La Morra,Centri Storici - Toscana,0.6666666666666666
806,La Morra,Musei - Toscana,0.3333333333333333
807,Manta,Spiagge - Toscana,1.0
808,Mombasiglio,Spiagge - Toscana,1.0
809,Monastero di Vasco,Parchi - Veneto,1.0
810,Mondovì,Spiagge - Toscana,1.0
811,Monterosso Grana,Terme - Toscana,1.0
812,Moretta,Spiagge - Emilia-Romagna,0.2857142857142857
813,Moretta,Nulla - Emilia-Romagna,0.14285714285714285
814,Moretta,Spiagge - Veneto,0.14285714285714285
815,Moretta,Divertimento - Veneto,0.14285714285714285
816,Moretta,Centri Storici - Veneto,0.14285714285714285
817,Moretta,Spiagge - Toscana,0.14285714285714285
818,Murazzano,Spiagge - Emilia-Romagna,0.5
819,Murazzano,Nulla - Toscana,0.5
820,Neive,Spiagge - Emilia-Romagna,0.16666666666666666
821,Neive,Centri Storici - Toscana,0.16666666666666666
822,Neive,Spiagge - Toscana,0.16666666666666666
823,Neive,Nulla - Toscana,0.5
824,Ormea,Spiagge - Toscana,0.8333333333333334
825,Ormea,Centri Storici - Toscana,0.16666666666666666
826,Pamparato,Spiagge - Emilia-Romagna,1.0
827,Pianfei,Spiagge - Toscana,1.0
828,Piasco,Enoteche - Toscana,1.0
829,Piozzo,Spiagge - Toscana,0.3333333333333333
830,Piozzo,Terme - Toscana,0.16666666666666666
831,Piozzo,Enoteche - Toscana,0.5
832,Revello,Spiagge - Emilia-Romagna,1.0
833,Roddi,Centri Storici - Veneto,1.0
834,Saluzzo,Spiagge - Emilia-Romagna,0.18181818181818182
835,Saluzzo,Spiagge - Toscana,0.09090909090909091
836,Saluzzo,Enoteche - Toscana,0.09090909090909091
837,Saluzzo,Centri Storici - Emilia-Romagna,0.09090909090909091
838,Saluzzo,Centri Storici - Veneto,0.45454545454545453
839,Saluzzo,Musei - Emilia-Romagna,0.09090909090909091
840,Sanfrè,Chiese - Toscana,1.0
841,Sant'Albano Stura,Castelli - Toscana,1.0
842,Savigliano,Negozi - Emilia-Romagna,0.02857142857142857
843,Savigliano,Enoteche - Toscana,0.14285714285714285
844,Savigliano,Spiagge - Emilia-Romagna,0.11428571428571428
845,Savigliano,Centri Storici - Emilia-Romagna,0.08571428571428572
846,Savigliano,Divertimento - Veneto,0.02857142857142857
847,Savigliano,Spiagge - Toscana,0.02857142857142857
848,Savigliano,Enoteche - Emilia-Romagna,0.02857142857142857
849,Savigliano,Terme - Veneto,0.02857142857142857
850,Savigliano,Centri Storici - Veneto,0.11428571428571428
851,Savigliano,Centri Storici - Toscana,0.2
852,Savigliano,Nulla - Emilia-Romagna,0.11428571428571428
853,Savigliano,Chiese - Toscana,0.02857142857142857
854,Savigliano,Castelli - Emilia-Romagna,0.05714285714285714
855,Serralunga d'Alba,Enoteche - Toscana,0.16666666666666666
856,Serralunga d'Alba,Centri Storici - Toscana,0.3333333333333333
857,Serralunga d'Alba,Centri Storici - Emilia-Romagna,0.5
858,Sommariva del Bosco,Spiagge - Emilia-Romagna,1.0
859,Sommariva Perno,Centri Storici - Emilia-Romagna,0.6666666666666666
860,Sommariva Perno,Spiagge - Emilia-Romagna,0.3333333333333333
861,Tarantasca,Spiagge - Toscana,1.0
862,Verzuolo,Terme - Toscana,0.8
863,Verzuolo,Enoteche - Toscana,0.2
864,Vezza d'Alba,Sci e Trekking - Veneto,0.25
865,Vezza d'Alba,Centri Storici - Veneto,0.5
866,Vezza d'Alba,Divertimento - Veneto,0.25
867,Vicoforte,Centri Storici - Emilia-Romagna,0.6666666666666666
868,Vicoforte,Enoteche - Toscana,0.3333333333333333
869,Vignolo,Spiagge - Toscana,1.0
870,Vinadio,Spiagge - Emilia-Romagna,1.0
871,Agliano Terme,Centri Storici - Veneto,1.0
872,Asti,Terme - Emilia-Romagna,0.006097560975609756
873,Asti,Spiagge - Emilia-Romagna,0.054878048780487805
874,Asti,Musei - Toscana,0.03048780487804878
875,Asti,Enoteche - Emilia-Romagna,0.024390243902439025
876,Asti,Sci e Trekking - Emilia-Romagna,0.012195121951219513
877,Asti,Centri Storici - Emilia-Romagna,0.1951219512195122
878,Asti,Castelli - Emilia-Romagna,0.07926829268292683
879,Asti,Centri Storici - Veneto,0.06097560975609756
880,Asti,Terme - Toscana,0.07926829268292683
881,Asti,Musei - Veneto,0.006097560975609756
882,Asti,Centri Storici - Toscana,0.07926829268292683
883,Asti,Enoteche - Toscana,0.042682926829268296
884,Asti,Spiagge - Toscana,0.21341463414634146
885,Asti,Divertimento - Veneto,0.03048780487804878
886,Asti,Nulla - Emilia-Romagna,0.012195121951219513
887,Asti,Musei - Emilia-Romagna,0.036585365853658534
